molecule_chembl_id	canonical_smiles	IC50
CHEMBL67057	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	100.0
CHEMBL67057	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	
CHEMBL332096	Nc1ccc2ncnc(NCc3ccccc3)c2c1	508.0
CHEMBL77387	N#CC(C#N)=Cc1ccc([N+](=O)[O-])c(O)c1	450000.0
CHEMBL432903	CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c1C	200.0
CHEMBL69964	Cc1cc(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]c1C(=O)N1CCN(C)CC1	210.0
CHEMBL65848	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	1410.0
CHEMBL65848	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	5000.0
CHEMBL65848	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(c3)CCC4)c21	4320.0
CHEMBL69129	Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCC(O)C1	
CHEMBL78184	N#C/C(=C\c1ccc(F)cc1)C(=O)O	833000.0
CHEMBL76985	N#C/C(=C\c1ccc(C=O)cc1)C(=O)O	47000.0
CHEMBL145	O=C(O)/C=C/c1ccc(O)c(O)c1	1200000.0
CHEMBL69629	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	6.5
CHEMBL69629	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	40.0
CHEMBL69629	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	2050.0
CHEMBL136492	CN(c1ccccc1)c1ncnc2ccc(N)cc12	8400.0
CHEMBL77197	COc1cc(/C(C)=C(\C#N)C(=O)O)ccc1O	1100000.0
CHEMBL305695	N#CC(C#N)=Cc1ccc(O)cc1	560000.0
CHEMBL68258	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(N3CCCCC3)c21	20000.0
CHEMBL76587	N#CC(C#N)Cc1ccc(O)cc1	6500000.0
CHEMBL77456	COc1ccc(C=C(C#N)C#N)cc1	1250000.0
CHEMBL66570	CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	13.0
CHEMBL66570	CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	200.0
CHEMBL66570	CCN1CCN(C(=O)c2cc(C)c(/C=C3\C(=O)Nc4ncnc(Nc5ccc(F)c(Cl)c5)c43)[nH]2)CC1	7500.0
CHEMBL308048	N#C/C(=C\c1ccc(O)cc1)C(N)=O	800000.0
CHEMBL311119	N#CC(C#N)=Cc1ccc(C=O)cc1	60000.0
CHEMBL76905	N#CC(C#N)=Cc1cc(O)cc(O)c1	37000.0
CHEMBL77524	COc1ccc(/C=C(\C#N)C(=O)O)cc1	833000.0
CHEMBL305194	Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	29.0
CHEMBL305194	Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	5000.0
CHEMBL305194	Cc1cc(C(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	50000.0
CHEMBL307250	COc1cc(/C=C(\C#N)C(=O)O)ccc1O	325000.0
CHEMBL80155	COc1cc(C=C(C#N)C#N)cc(O)c1O	6000.0
CHEMBL343352	Nc1ccc2ncnc(Nc3cccc(Cl)c3)c2c1	200.0
CHEMBL52765	Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	44.0
CHEMBL77436	CN(C)c1ccc(/C=C(\C#N)C(=O)O)cc1	
CHEMBL311564	COc1ccc(C(O)=C(C#N)C#N)cc1	450000.0
CHEMBL76642	N#C/C(=C/c1cc(O)ccc1O)C(=O)O	75000.0
CHEMBL308645	Cc1cc(CCC(=O)O)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	4.7
CHEMBL67003	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21	1.8
CHEMBL67003	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21	100.0
CHEMBL67003	Cc1cc(C(=O)N2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(cnn4Cc4ccccc4)c3)c21	
CHEMBL307248	N#CC(C#N)=Cc1ccc(NC(=O)CCC(=O)O)cc1	640000.0
CHEMBL310958	N#CC(C#N)=NNc1ccc(O)cc1	225000.0
CHEMBL78005	N#CC(C#N)=Cc1ccc2c(c1)OCO2	350000.0
CHEMBL134312	CN(C)/N=N/c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	11.0
CHEMBL77243	CCCCc1cc(/C=C(\C#N)C(N)=O)cc(CCCC)c1O	55000.0
CHEMBL80745	COc1cc(/C=C(\C#N)C(N)=C(C#N)C#N)cc(O)c1O	1200.0
CHEMBL77778	N#CC(C#N)=Cc1ccc(/C=C/C(=O)O)cc1	450000.0
CHEMBL305246	Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	2.8
CHEMBL305246	Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	100.0
CHEMBL305246	Cc1cc(C(=O)N2CCN(C)CC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	750.0
CHEMBL69966	C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	18.0
CHEMBL69966	C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	40.0
CHEMBL69966	C#Cc1cccc(Nc2ncnc3c2/C(=C/c2[nH]c(C(=O)NCCN4CCOCC4)cc2C)C(=O)N3)c1	620.0
CHEMBL47940	Nc1ncnc2c1c(-c1ccc(Oc3ccccc3)cc1)cn2C1CCCC1	3200.0
CHEMBL57712	N#CC(C#N)=Cc1cc[n+]([O-])cc1	1300000.0
CHEMBL77869	COc1cc(C=C(C#N)C#N)ccc1O	200000.0
CHEMBL69358	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	1.2
CHEMBL69358	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	200.0
CHEMBL69358	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	1290.0
CHEMBL137189	C/N=N/Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1	200.0
CHEMBL137617	C/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	39.0
CHEMBL137027	CN(C)/N=N/c1ccc2ncnc(NCc3ccccc3)c2c1	482.0
CHEMBL78257	N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(O)c1	800.0
CHEMBL76082	N#CC(C#N)=Cc1cc2c(cc1[N+](=O)[O-])OCO2	560000.0
CHEMBL77595	N#C/C(=C\c1ccccc1)C(=O)O	850000.0
CHEMBL309334	N#CC(C#N)=C(N)/C(C#N)=C/c1ccc(O)c(O)c1	2500.0
CHEMBL310514	N#CC(C#N)=Cc1ccc[nH]1	260000.0
CHEMBL304971	Cc1c(C(=O)N2CCN(C)CC2)c[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	410.0
CHEMBL69071	Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	5.9
CHEMBL69071	Cc1cc(C(=O)N2CC(C)NC(C)C2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc(F)c(Cl)c3)c21	2580.0
CHEMBL137534	CN(C)CC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	38.0
CHEMBL137788	C/N=N/Nc1ccc2ncnc(NCc3ccccc3)c2c1	335.0
CHEMBL69709	Cc1cc(C)c(/C=C2\C(=O)N(C)c3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	20000.0
CHEMBL424093	Brc1cccc(Nc2ncnc3ccc(N/N=N/Cc4ccccc4)cc23)c1	25.0
CHEMBL77030	N#C/C(=C\c1ccc(O)c(O)c1)C(N)=S	2400.0
CHEMBL78150	CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O	460000.0
CHEMBL69106	O=C1Nc2ncnc(Nc3ccc(F)c(Cl)c3)c2/C1=C/c1ccc[nH]1	20000.0
CHEMBL264382	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	1.1
CHEMBL264382	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	200.0
CHEMBL264382	Cc1cc(C(=O)NCCN2CCOCC2)[nH]c1/C=C1\C(=O)Nc2ncnc(Nc3ccc4c(ccn4Cc4ccccc4)c3)c21	1950.0
CHEMBL308133	O=C(O)C(=Cc1ccc(O)cc1)C(=O)O	1500000.0
CHEMBL307179	COc1cc(C=C(C#N)C#N)cc([N+](=O)[O-])c1O	160000.0
CHEMBL305782	Cc1[nH]c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)c(C)c1CCC(=O)O	180.0
CHEMBL308672	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1	450.0
CHEMBL308672	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1	500.0
CHEMBL308672	CCN(CC)CCNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(Cl)cc4F)c32)[nH]1	
CHEMBL133023	Cc1cccc(Nc2ncnc3ccc(/N=N/N(C)C)cc23)c1	24.0
CHEMBL310400	N#CC(C#N)=Cc1cccc(O)c1	375000.0
CHEMBL136674	COCC/N=N/Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	71.0
CHEMBL73820	N#C/C(=C\c1ccc(O)c(O)c1)C(=O)O	25000.0
CHEMBL79064	N#CC(C#N)=C(O)c1ccc(O)cc1	230000.0
CHEMBL77803	N#CC(C#N)=C(N)/C(C#N)=C/c1cc(O)c(O)c(Br)c1	500.0
CHEMBL75718	N#C/C=C/c1ccc(O)cc1	2400000.0
CHEMBL77298	COc1cc(C=C(C#N)C#N)cc(Br)c1O	153000.0
CHEMBL432941	COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)c1	8880.0
CHEMBL420609	COc1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2	100000.0
CHEMBL419682	COc1cccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)c1	100000.0
CHEMBL322395	COc1cc(Nc2c(C#N)cnc3cc(-c4ccc(CN5CCOCC5)cc4)ccc23)c(Cl)cc1Cl	3000.0
CHEMBL88462	COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2	100000.0
CHEMBL431996	O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(C(=O)O)cc32)[nH]c2c1CCCC2	56500.0
CHEMBL91250	COc1ccc2c(c1)NC(=O)/C2=C\c1cc2c([nH]1)CCCC2	100000.0
CHEMBL88771	O=C(O)CCc1c(/C=C2\C(=O)Nc3cc(-c4ccccc4)ccc32)[nH]c2c1CCCC2	100000.0
CHEMBL91815	COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2[nH]c3c(c2CCC(=O)O)CCCC3)cc1	100000.0
CHEMBL328029	O=C1Nc2ccccc2/C1=C/c1cc2c([nH]1)CCCC2	100000.0
CHEMBL314995	O=C(O)CCc1c(/C=C2\C(=O)Nc3ccc(Br)cc32)[nH]c2c1CCCC2	100000.0
CHEMBL88483	NS(=O)(=O)c1ccc2c(c1)/C(=C/c1cc3c([nH]1)CCCC3)C(=O)N2	100000.0
CHEMBL313746	O=C1Nc2cc(-c3ccccc3)ccc2/C1=C/c1cc2c([nH]1)CCCC2	100000.0
CHEMBL89363	Cc1c[nH]c(/C=C2\C(=O)Nc3ccccc32)c1CCC(=O)O	100000.0
CHEMBL276711	Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1	100000.0
CHEMBL313500	COc1ccc(-c2ccc3c(c2)NC(=O)/C3=C\c2cc3c([nH]2)CCCC3)cc1	100000.0
CHEMBL89010	O=C1Nc2ccc(C(=O)O)cc2/C1=C/c1cc2c([nH]1)CCCC2	100000.0
CHEMBL86531	NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]c3c(c1CCC(=O)O)CCCC3)C(=O)N2	29100.0
CHEMBL315753	O=C(O)CCc1c(/C=C2\C(=O)Nc3ccccc32)[nH]c2c1CCCC2	100000.0
CHEMBL88606	O=C1Nc2ccc(Br)cc2/C1=C/c1cc2c([nH]1)CCCC2	100000.0
CHEMBL313821	COc1ccccc1-c1ccc2c(c1)NC(=O)/C2=C\c1[nH]c2c(c1CCC(=O)O)CCCC2	100000.0
CHEMBL266969	O=C1NC(=O)c2cc(NC3CCCCC3)c(NC3CCCCC3)cc21	50000.0
CHEMBL138691	C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	4.2
CHEMBL138691	C=CC(=O)N(CCN(C)C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	2282.0
CHEMBL51283	CN1CCN(c2ccc(Nc3ncc4cc(-c5c(Cl)cccc5Cl)c(=O)n(C)c4n3)cc2)CC1	
CHEMBL52829	Cc1cccc(Nc2ncnc3cnc(N(C)C)nc23)c1	4.0
CHEMBL52823	Cc1cccc(Nc2ncnc3cnc(Cl)nc23)c1	380.0
CHEMBL8000	O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1	100000.0
CHEMBL8000	O=C1c2cc(Nc3ccccc3)c(Nc3ccccc3)cc2C(=O)N1c1ccccc1	50000.0
CHEMBL139307	C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	3.3
CHEMBL139307	C=CC(=O)N(CCCN1CCOCC1)c1ccc2ncnc(Nc3cccc(Br)c3)c2c1	194.0
CHEMBL111913	CC(=O)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	
CHEMBL322298	CCn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccccc3)nc21	200.0
CHEMBL111434	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(Br)c3)nc21	670.0
CHEMBL111197	COc1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	30.0
CHEMBL291667	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(Cl)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(Cl)c21	100000.0
CHEMBL8091	COC(=O)c1cc(Nc2ccc(F)cc2)c(Nc2ccc(F)cc2)cc1C(=O)OC	100000.0
CHEMBL136058	O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	0.81
CHEMBL136058	O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	8.8
CHEMBL136058	O=C(/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1)NCCCN1CCOCC1	8.8
CHEMBL113128	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NC3CCCCC3)nc21	50000.0
CHEMBL109547	CCOC(=O)c1cccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)c1	
CHEMBL51854	COc1ncc2ncnc(Nc3cccc(Br)c3)c2n1	3.8
CHEMBL939	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1	515.0
CHEMBL95320	C#Cc1cccc(Nc2c(C#N)cnc3cc(OCCOC)c(OCCOC)cc23)c1	850.0
CHEMBL8271	O=C1NC(=O)c2cc(Sc3ccccc3)c(Sc3ccccc3)cc21	100000.0
CHEMBL323775	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN4CCCCC4)cc3)nc21	
CHEMBL298931	Cc1cccc(Nc2ncnc3cnc(N)nc23)c1	17.0
CHEMBL292323	COc1cccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4cccc(OC)c4n3C)n(C)c12	6500.0
CHEMBL334334	COC(=O)c1cccc(NCc2cc(O)ccc2O)c1	9000.0
CHEMBL316764	O=C(O)c1cc(/N=C/c2cc(O)ccc2O)ccc1O	100000.0
CHEMBL545315	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	1.5
CHEMBL545315	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	7.4
CHEMBL545315	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1.Cl.Cl	7.4
CHEMBL111365	COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cn1	1300.0
CHEMBL113521	CCNCCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1	
CHEMBL52591	CNc1ncc2ncnc(Nc3cccc(C)c3)c2n1	4.3
CHEMBL64459	Cc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(C)cc4n3C)n(C)c2c1	100000.0
CHEMBL129989	COC(=O)c1cc(/N=C/c2cc(O)ccc2O)ccc1OC	100000.0
CHEMBL132907	COC(=O)c1cc(NCc2ccccc2O)ccc1O	20000.0
CHEMBL268368	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21	100000.0
CHEMBL422292	CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	1.5
CHEMBL422292	CCOC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	51.0
CHEMBL51573	Cc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1	
CHEMBL110034	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3cccnc3)nc21	5000.0
CHEMBL113023	COc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1C	250.0
CHEMBL417420	Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)nc23)c1	2.9
CHEMBL304414	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3ccccc3n2C)c(C(=O)Nc2ccccc2)c2ccccc21	10000.0
CHEMBL106232	CN1CCN(CCCCCNc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)CC1	4500.0
CHEMBL327127	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21	90.0
CHEMBL294475	Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1	0.81
CHEMBL294475	Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1	3.1
CHEMBL266487	O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12	50000.0
CHEMBL293261	O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1	850.0
CHEMBL323405	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21	
CHEMBL331366	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21	
CHEMBL53310	CNc1ncc2ncnc(Nc3ccccc3)c2n1	13.0
CHEMBL267019	O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21	2500.0
CHEMBL285063	C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	0.7
CHEMBL285063	C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	2.7
CHEMBL136404	C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	0.5
CHEMBL136404	C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	7.7
CHEMBL113356	Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21	50000.0
CHEMBL291979	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21	54100.0
CHEMBL62843	Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21	100000.0
