molecule_chembl_id	smiles	pIC50	molecular_weight
CHEMBL592617	N#CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.769551078621726	381.022522104
CHEMBL93032	Oc1cc2ncnc(Nc3cccc(Br)c3)c2cc1O	9.769551078621726	330.99563865999994
CHEMBL166093	OCC(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.744727494896694	389.0487368520001
CHEMBL2031302	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC	9.744727494896694	386.094581652
CHEMBL166154	CNc1cc2c(Nc3cccc(Cl)c3)ncnc2cn1	9.721246399047171	285.078123064
CHEMBL165864	OCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.721246399047171	359.0381721680001
CHEMBL437879	COc1cc2ncnc(Nc3cc(Cl)c(Cl)cc3F)c2cc1OC	9.681936665037238	367.029060204
CHEMBL161956	CN(CCO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.657577319177792	373.0538222320001
CHEMBL2031300	CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4cccc(Br)c4)c3c2)CC1	9.638272163982409	468.12732152
CHEMBL127041	OCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	9.619788758288394	359.038172168
CHEMBL316064	COc1cc2ncnc(Nc3cccc(C(F)(F)F)c3)c2cc1OC	9.619788758288394	349.10381134799997
CHEMBL52913	C=CC(=O)Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1	9.602059991327964	324.07778871600004
CHEMBL328955	Nc1ccc2c(Nc3cccc(Cl)c3)ncnc2c1	9.602059991327964	270.067224032
CHEMBL3360608	C#Cc1cccc(Nc2ncnc3cc(OCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1	9.585026652029182	458.170253184
CHEMBL152905	Nc1ccc2sc3c(Nc4cccc(Br)c4)ncnc3c2c1	9.568636235841012	369.9887794520001
CHEMBL3929484	O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4cccc(Cl)c4F)c3c2)nn1)NO	9.568636235841012	469.1429288120001
CHEMBL2031303	CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C	9.568636235841012	431.152430876
CHEMBL2031298	O=C(CCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.568636235841012	453.116422488
CHEMBL128468	O=C(O)CCCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	9.55284196865778	401.048736852
CHEMBL355816	O=C(O)CNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.55284196865778	373.0174367240001
CHEMBL2031297	CN(C)CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.55284196865778	413.08512236
CHEMBL426580	Cc1nc2cc3c(Nc4cccc(Br)c4)ncnc3cc2[nH]1	9.537602002101044	353.02760748400004
CHEMBL2031305	CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCOCC1	9.537602002101044	473.16299556
CHEMBL4290812	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1	9.522878745280336	509.2539232320001
CHEMBL3623290	COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C	9.522878745280336	459.147345496
CHEMBL3357644	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCOCC1	9.522878745280336	489.137923684
CHEMBL203644	CC#CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1	9.522878745280336	355.0636158720001
CHEMBL3360603	COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCCn1ccnc1[N+](=O)[O-]	9.508638306165729	486.12185902
CHEMBL3360606	COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-]	9.494850021680094	502.11677364
CHEMBL366580	Brc1cccc(Nc2ncnc3cc4c[nH]nc4cc23)c1	9.468521082957745	339.01195742000004
CHEMBL163369	OCCN(CCO)CCCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.455931955649724	460.1222361400001
CHEMBL91980	Nc1ccc2c(Nc3cccc(I)c3)ncnc2c1	9.455931955649724	362.00284435200007
CHEMBL603266	O=C(Cn1sccc1=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.443697499232712	455.005157788
CHEMBL39320	Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	9.431798275933003	353.02760748400004
CHEMBL599863	O=C(CNC(=O)Oc1ccccc1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.431798275933003	491.0593015360001
CHEMBL3895468	CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCC12COCC1C2	9.431798275933003	511.178645624
CHEMBL2029434	C=CC(=O)Nc1cccc(N2C(=O)N(C(C)C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1	9.42021640338319	556.2910370120001
CHEMBL2447950	CCOc1cc2ncnc(Nc3cccc(Cl)c3)c2cc1OCC.Cl	9.42021640338319	379.085432208
CHEMBL4282543	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCN(C)CC1	9.397940008672036	553.28013798
CHEMBL51741	C=CC(=O)Nc1ccc2ncnc(N3CCc4ccc(Br)cc43)c2c1	9.397940008672036	394.0429232
CHEMBL3901622	C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN(C)C)cc3)cc12)c1ccccc1	9.397940008672036	401.221560484
CHEMBL3759317	COc1cc(C(=O)NCCN(C)C)cc(OC)c1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1	9.397940008672036	505.2147608520001
CHEMBL4112924	CO[C@@H]1COC2C1OC[C@H]2Oc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C	9.397940008672036	557.1841249280001
CHEMBL1204199	CCOc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCC.Cl	9.387216143280265	423.034916628
CHEMBL2029429	C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(OC)c4)nc32)c1	9.387216143280265	528.2597368840001
CHEMBL31815	C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C)c3)c2c1	9.3767507096021	304.132411132
CHEMBL188762	CCC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.366531544420411	370.0429232
CHEMBL2029428	C=CC(=O)Nc1cccc(N2C(=O)N(C)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1	9.366531544420411	498.2491722000001
CHEMBL351629	CN(CC(=O)O)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.356547323513812	387.0330867880001
CHEMBL39337	Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1	9.356547323513812	339.01195742
CHEMBL40734	Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1	9.356547323513812	338.01670845200005
CHEMBL443523	C=CC(=O)Nc1ccc2c(Nc3cccc(Br)c3)ncnc2c1	9.346787486224656	368.0272731360001
CHEMBL304271	CCN(CC)CC(O)CNC(=O)c1cc(C)c(/C=C2\C(=O)Nc3ncnc(Nc4ccc(F)c(Cl)c4)c32)[nH]1	9.346787486224656	541.2004436880001
CHEMBL162821	CNc1cc2c(Nc3cccc(C)c3)ncnc2cn1	9.346787486224656	265.13274548
CHEMBL3360609	C#Cc1cccc(Nc2ncnc3cc(OCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1	9.327902142064282	472.185903248
CHEMBL3818015	COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1NC(=O)[C@@H]1COC(=O)N1	9.327902142064282	457.03856609199994
CHEMBL539822	Cl.Nc1ccc2c(c1)sc1c(Nc3cccc(Br)c3)ncnc12	9.327902142064282	405.965457164
CHEMBL3355875	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCn1ccnc1[N+](=O)[O-]	9.327902142064282	486.12185902
CHEMBL54088	C=CC(=O)Nc1cc2c(Nc3cccc(C)c3)ncnc2cn1	9.318758762624412	305.12766010000007
CHEMBL3360617	COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-]	9.309803919971486	498.0651151880001
CHEMBL2021576	O=C(O)[C@H]1O[C@@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.309803919971486	428.01201699600006
CHEMBL3355881	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCn4ccnc4[N+](=O)[O-])cc23)c1	9.309803919971486	472.185903248
CHEMBL3355882	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCCCn4ccnc4[N+](=O)[O-])cc23)c1	9.30102999566398	486.201553312
CHEMBL4071474	C=CC(=O)N1CC[C@H](N2C(=O)N(c3ccccc3Cl)Cc3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)C1	9.30102999566398	586.25715004
CHEMBL203599	CN1CCN(CCC#CC(=O)Nc2cc3c(Nc4ccc(F)c(Cl)c4)ncnc3cn2)CC1	9.30102999566398	467.1636642560001
CHEMBL2347958	CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1O[C@@H]1CCOC1	9.30102999566398	485.16299556
CHEMBL3758770	COc1cc(C(=O)NCCN(C)C)ccc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1	9.30102999566398	475.20419616800007
CHEMBL2021575	O=C(O)[C@@H]1O[C@H]1C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.30102999566398	428.01201699600006
CHEMBL3758582	COc1ccc(C(=O)NCCN(C)C)cc1-c1cc2c(N[C@H](C)c3ccccc3)ncnc2s1	9.30102999566398	475.20419616800007
CHEMBL3901296	CN(C)C/C=C/C(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC[C@@]12COC[C@@H]1C2	9.292429823902063	511.178645624
CHEMBL2031299	O=C(CCN1CCOCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.292429823902063	455.095687044
CHEMBL2031304	CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN1CCCCC1	9.292429823902063	471.183731004
CHEMBL126791	Brc1cccc(Nc2ncnc3cc(NCCCn4ccnc4)ncc23)c1	9.292429823902063	423.0807056760001
CHEMBL49986	C=CC(=O)Nc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	9.267606240177033	369.022522104
CHEMBL3360611	C#Cc1cccc(Nc2ncnc3cc(OCCOCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1	9.267606240177033	474.165167804
CHEMBL165547	CN(CC(O)CO)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.2518119729938	403.0643869160001
CHEMBL3355880	C#Cc1cccc(Nc2ncnc3cc(OC)c(OCCCCn4ccnc4[N+](=O)[O-])cc23)c1	9.2518119729938	458.170253184
CHEMBL3360610	C#Cc1cccc(Nc2ncnc3cc(OCCCCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1	9.244125144327509	486.201553312
CHEMBL2029435	C=CC(=O)Nc1cccc(N2C(=O)N(C3CC3)Cc3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1	9.236572006437065	554.2753869480001
CHEMBL4282954	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCOCC1	9.221848749616356	496.222288756
CHEMBL4105621	C=CC(=O)Nc1cc(Cl)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1	9.221848749616356	559.2098655000001
CHEMBL3891846	C[C@@H](Nc1ncnc2oc(-c3ccc(NCCN4CCCCC4)cc3)cc12)c1ccccc1	9.221848749616356	441.252860612
CHEMBL378144	C#CC(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.221848749616356	367.0068720400001
CHEMBL127086	O=C(O)CCNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	9.214670164989233	387.033086788
CHEMBL1204262	CCOc1cc2ncnc(Nc3cccc(I)c3)c2cc1OCC.Cl	9.193820026016112	471.021052528
CHEMBL3920583	O=C(CCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO	9.187086643357144	469.1429288120001
CHEMBL162622	Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)cc23)c1	9.187086643357144	428.096021392
CHEMBL3360607	C#Cc1cccc(Nc2ncnc3cc(OCCCn4ccnc4[N+](=O)[O-])c(OC)cc23)c1	9.187086643357144	444.15460312
CHEMBL3355878	COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-]	9.18045606445813	498.065115188
CHEMBL1204168	COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC.Cl	9.18045606445813	395.0036165
CHEMBL3814257	CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	9.1791420105603	330.06836690399996
CHEMBL3357636	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C(F)=C\CN1CCCCC1	9.173925197299171	487.158659128
CHEMBL317925	COc1cc2ncnc(Nc3cccc(Br)c3)c2c(OC)c1OC	9.173925197299171	389.0375034719999
CHEMBL2437462	C=CC(=O)Nc1cccc(-n2c(=O)cnc3cnc(Nc4ccc(N5CCN(C)CC5)cc4)nc32)c1	9.169411331314857	482.2178720720001
CHEMBL2031307	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)CCN(C)C	9.167491087293763	455.152430876
CHEMBL92937	CNc1cc2ncnc(Nc3cccc(Br)c3)c2cc1N	9.161150909262744	343.04325754800004
CHEMBL3957055	O=C(CCCCCCn1cc(-c2ccc3ncnc(Nc4ccc(F)c(Cl)c4)c3c2)nn1)NO	9.161150909262744	483.1585788760001
CHEMBL280757	C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Br)c3)c2c1	9.161150909262744	386.0178513240001
CHEMBL3909201	C=CC(=O)N1CC(Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C1	9.154901959985745	446.0957245240001
CHEMBL4279016	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCN(C)CC2)CC1	9.154901959985745	592.32742252
CHEMBL4287401	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1OCCN1CCOCC1	9.154901959985745	540.248503504
CHEMBL4293145	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1O[C@H]1CCOC1	9.154901959985745	497.206304344
CHEMBL4294211	C=C=CC(=O)Nc1cc(Nc2nccc(-c3cn(C)c4ccccc34)n2)c(OC)cc1N1CCC(N2CCOCC2)CC1	9.154901959985745	579.295788044
CHEMBL4284071	C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(CN4CCOCC4)cc3)ncc2Cl)c1	9.148741651280924	464.17275172
CHEMBL289213	CN(CC(=O)O)Cc1c[nH]c2cc3ncnc(Nc4cccc(Br)c4)c3cc12	9.142667503568733	439.0643869160001
CHEMBL54091	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Br)c3)ncnc2cn1	9.142667503568733	387.0131002920001
CHEMBL339416	[O-][N+]1(CCCNc2cc3ncnc(Nc4cccc(Br)c4)c3cn2)CCOCC1	9.130768280269024	458.106586076
CHEMBL31373	C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	9.1249387366083	342.068366904
CHEMBL28418	C=CC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1	9.1249387366083	343.06361587200007
CHEMBL53555	C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1	9.113509274827518	343.06361587200007
CHEMBL3360602	COc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCn1ccnc1[N+](=O)[O-]	9.113509274827518	472.106208956
CHEMBL3814882	O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	9.112382699664265	468.12732152
CHEMBL162142	Brc1cccc(Nc2ncnc3cnc(NCCc4c[nH]cn4)cc23)c1	9.10790539730952	409.065055612
CHEMBL53300	Nc1ccc2ncncc2c1	9.102372908709558	145.063997224
CHEMBL36727	Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21	9.096910013008056	352.03235851600004
CHEMBL4087740	C=CC(=O)Nc1cc(F)cc(-n2c(=O)cc(C)c3cnc(Nc4ccc(N5CCN(C)CC5)cc4OC)nc32)c1	9.096910013008056	543.2394160400002
CHEMBL1243345	CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)CCF	9.096910013008056	499.158659128
CHEMBL3814959	NC(=O)Nc1ccc2ncnc(Nc3ccc(Br)cc3)c2c1	9.09528445472132	357.022522104
CHEMBL3360620	COc1cc2c(Nc3cccc(Br)c3)ncnc2cc1OCCOCCn1ccnc1[N+](=O)[O-]	9.086186147616283	528.075679872
CHEMBL3814211	NC(=O)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	9.068542129310996	331.063615872
CHEMBL3355874	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCn1ccnc1[N+](=O)[O-]	9.050609993355089	472.106208956
CHEMBL96065	COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC	9.050609993355089	407.013074688
CHEMBL3233785	O=C(/C=C/CN1CC2CCC1C(=O)C2)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2s1	9.045757490560677	485.108851812
CHEMBL3759199	COc1cccc(OC)c1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1	9.045757490560677	407.1303625320001
CHEMBL3946096	C=CC(=O)N1CC[C@@H](Oc2cc3c(Nc4ccc(F)c(Cl)c4F)ncnc3cc2OC)C[C@@H]1C(=O)NC	9.045757490560677	531.148488368
CHEMBL205059	O=C(C#CCCN1CCCCC1)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cn1	9.045757490560677	452.15276522400006
CHEMBL3759369	C[C@@H](Nc1ncnc2sc(-c3cccc(C(=O)NCCN(C)C)c3)cc12)c1ccccc1	9.045757490560677	445.193631484
CHEMBL3622664	CCOc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CNC1CC1	9.045757490560677	455.152430876
CHEMBL53690	C=CC(=O)Nc1ccc2ncnc(Nc3cccc(C(F)(F)F)c3)c2c1	9.040958607678906	358.10414569600005
CHEMBL338114	Brc1cccc(Nc2ncnc3cc(NCCc4c[nH]cn4)ncc23)c1	9.040958607678906	409.0650556120001
CHEMBL126372	OCC(O)CNc1cc2ncnc(Nc3cccc(Br)c3)c2cn1	9.036212172654444	389.048736852
CHEMBL165630	OCCN(CCO)CCNc1cc2c(Nc3cccc(Br)c3)ncnc2cn1	9.031517051446064	446.1065860760001
CHEMBL189779	CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(I)c3)c2c1	9.0268721464003	473.07125826
CHEMBL31816	C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC	9.022276394711152	373.074180556
CHEMBL328106	COc1cc2ncnc(Nc3ccc(Br)cc3)c2cc1OC	9.017728766960431	359.02693878799994
CHEMBL31570	C=CC(=O)Nc1nc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCOC	9.013228265733757	417.100395304
CHEMBL3655342	CN(C)C(=O)N1CCN(C/C=C/C(=O)N2CCc3c(sc4ncnc(Nc5ccc(F)c(Cl)c5)c34)C2)CC1	9.0	557.1776000680001
CHEMBL121954	Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1	9.0	352.083936716
CHEMBL3678946	CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)nc21	9.0	484.269907644
CHEMBL3741490	C#Cc1cccc(Nc2ncnc3cc(OCCO)c(OCCOC)cc23)c1	9.0	379.153206152
CHEMBL3655350	CC(C)C(C)C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4cc(O)cc(Cl)c4)c23)C1	9.0	470.154324784
CHEMBL3655340	CN1CCC[C@H]1/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1	9.0	471.129587256
CHEMBL3655341	COCCN(C/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1)CCOC	9.0	533.166366688
CHEMBL3674150	CC(C)n1c(Nc2ccccc2)nc2cnc(Nc3ccc(C(=O)NN4CCN(C)CC4)cc3F)nc21	9.0	503.2557348
CHEMBL153573	Nc1cc2sc3c(Nc4cccc(Br)c4)ncnc3c2cc1F	9.0	387.9793576400001
CHEMBL3655347	CC(C)N(C)C/C=C/C(=O)N1CCc2c(oc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1	9.0	457.16808094
CHEMBL271705	Clc1cc(Nc2ncnc3[nH]nc(OCCN4CCOCC4)c23)ccc1OCc1ccccn1	9.0	481.162915308
CHEMBL3416592	COc1ccccc1-c1cc2c(N[C@H](CO)c3ccccc3)ncnc2s1	9.0	377.11979784800013
CHEMBL4126630	C=CC(=O)Nc1cccc(-n2c(=O)n(C(C)C)c(=O)c3cnc(Nc4ccc(N5CCN(C)CC5)c(C)c4)nc32)c1	9.0	554.2753869480002
CHEMBL3655338	CC(C)(CN1CCOCC1)NC/C=C/C(=O)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1	9.0	558.1980011640001
CHEMBL415738	Cc1cccc(Nc2cc(NCCO)ncn2)c1	9.0	244.132411132
CHEMBL310853	c1csc(-c2cc3nccc(Nc4ccc5[nH]ccc5c4)c3s2)c1	9.0	347.055089416
CHEMBL431977	NC(=O)C1CCN(Cc2ccc(-c3cc4nccc(Nc5ccc6[nH]ccc6c5)c4s3)cc2)CC1	9.0	481.193631484
CHEMBL76751	c1csc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)c1	9.0	348.05033838400004
CHEMBL308498	CC(C)(CO)NCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1	9.0	443.17798142
CHEMBL165574	Brc1cccc(Nc2ncnc3cnc(NCCCN4CCOCC4)cc23)c1	9.0	442.111671456
CHEMBL30432	CN(C)c1cc2c(Nc3ccc4c(cnn4Cc4ccccc4)c3)ncnc2cn1	9.0	395.1858436720001
CHEMBL4095447	C=CC(=O)N1CCC[C@@H](n2nc(-c3cccc4ccccc34)c3c(N)ncnc32)C1	9.0	398.18550932400007
CHEMBL3655336	O=C(/C=C/CN1CCCOCC1)N1CCc2c(sc3ncnc(Nc4ccc(F)c(Cl)c4)c23)C1	9.0	501.1401519400001
CHEMBL312753	OCc1ccc(-c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)cc1	9.0	372.104482132
CHEMBL213007	COc1cc2ncnc(Nc3cc(Cl)ccc3F)c2cc1OC1CCN(S(C)(=O)=O)CC1	9.0	480.103432084
CHEMBL4090601	C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc4ccccc4c3)c3c(N)ncnc32)C1	9.0	398.18550932400007
CHEMBL79215	c1ccc(NCCN(c2cc3ncnc(Nc4ccc5[nH]ccc5c4)c3s2)n2cccc2)cc1	9.0	465.173564736
CHEMBL2031296	CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1	8.995678626217357	356.027273136
CHEMBL1204305	COc1cc2ncnc(Nc3cccc(I)c3)c2cc1OC.Cl	8.978810700930062	442.9897524
CHEMBL3814956	O=C(NCCN1CCCCC1)Nc1ccc2ncnc(Nc3ccc(F)c(Cl)c3)c2c1	8.97469413473523	442.168415288
